ObjectId,Last_Check,Current_Particulate_Matter_2_5_,PM_2_5_10_Minute_Avg_,PM_2_5_30_Minute_Avg_,PM_2_5_1_Hour_Avg_,PM_2_5_6_Hour_Avg_,PM_2_5_24_Hour_Avg_,PM_2_5_One_Week_Avg_,Temp__F_,Humidity____,Pressure__mbar_,Site_Label,Inside_Outside,Latitude,Longitude,Uptime__Seconds_
784,2018/10/09 18:58:56+00,4.44,4.88,5.29,5.81,7.97,13.48,15.26,87,58,1009.35,Chapel Hill Public Library,outside,35.932522,-79.035728,4510
785,2018/10/09 19:04:16+00,5.87,4.94,5.27,5.78,7.95,13.46,15.25,85,60,1009.32,Chapel Hill Public Library,outside,35.932522,-79.035728,4830
786,2018/10/09 19:56:43+00,5,5.77,5.67,5.83,7.8,13.31,15.23,87,60,1008.98,Chapel Hill Public Library,outside,35.932522,-79.035728,900
787,2018/10/09 20:05:04+00,6.05,5.67,5.64,5.81,7.77,13.29,15.22,86,59,1008.7,Chapel Hill Public Library,outside,35.932522,-79.035728,1400
788,2018/10/09 20:58:57+00,6.54,6.27,6,5.95,7.64,13.15,15.2,87,61,1008.28,Chapel Hill Public Library,outside,35.932522,-79.035728,2000
789,2018/10/09 21:04:17+00,6.67,6.38,6.07,5.99,7.63,13.13,15.19,86,61,1008.2,Chapel Hill Public Library,outside,35.932522,-79.035728,2320
790,2018/10/09 21:58:53+00,6.81,6.75,6.53,6.31,7.54,12.97,15.16,85,62,1008.06,Chapel Hill Public Library,outside,35.932522,-79.035728,370
791,2018/10/09 22:04:12+00,6.66,6.74,6.55,6.34,7.53,12.95,15.16,86,62,1008.12,Chapel Hill Public Library,outside,35.932522,-79.035728,690
792,2018/10/09 22:58:52+00,6.33,6.17,6.19,6.2,7.38,12.77,15.12,84,65,1007.94,Chapel Hill Public Library,outside,35.932522,-79.035728,3970
793,2018/10/09 23:02:56+00,5.12,5.98,6.13,6.16,7.37,12.76,15.12,84,65,1007.9,Chapel Hill Public Library,outside,35.932522,-79.035728,4213
794,2018/10/09 23:58:42+00,5.28,5.99,6.12,6.15,7.24,12.58,15.09,81,67,1007.97,Chapel Hill Public Library,outside,35.932522,-79.035728,7560
795,2018/10/10 00:02:42+00,5.81,5.98,6.1,6.14,7.23,12.57,15.08,82,67,1008.13,Chapel Hill Public Library,outside,35.932522,-79.035728,7800
796,2018/10/10 00:59:49+00,6.71,6.25,6.22,6.2,7.14,12.41,15.05,81,67,1008.33,Chapel Hill Public Library,outside,35.932522,-79.035728,820
797,2018/10/10 01:05:09+00,6,6.26,6.23,6.21,7.13,12.39,15.05,81,67,1008.39,Chapel Hill Public Library,outside,35.932522,-79.035728,1140
798,2018/10/10 01:59:49+00,7.4,6.8,6.61,6.46,7.08,12.23,15.01,80,67,1008.64,Chapel Hill Public Library,outside,35.932522,-79.035728,4420
799,2018/10/10 02:05:09+00,7.28,6.73,6.61,6.47,7.07,12.22,15.01,80,66,1008.67,Chapel Hill Public Library,outside,35.932522,-79.035728,4740
800,2018/10/10 02:59:49+00,7.16,6.81,6.66,6.55,7.02,12.06,14.98,79,69,1008.73,Chapel Hill Public Library,outside,35.932522,-79.035728,8020
801,2018/10/10 03:05:09+00,5.8,6.64,6.61,6.54,7.02,12.04,14.97,79,68,1008.64,Chapel Hill Public Library,outside,35.932522,-79.035728,8340
802,2018/10/10 03:59:49+00,7.32,7.09,6.87,6.72,7,11.9,14.94,79,67,1008.41,Chapel Hill Public Library,outside,35.932522,-79.035728,11620
803,2018/10/10 04:05:09+00,7.12,7.07,6.9,6.74,7,11.88,14.94,79,68,1008.31,Chapel Hill Public Library,outside,35.932522,-79.035728,11940
804,2018/10/10 04:59:49+00,7.27,7.12,7.01,6.89,7,11.75,14.91,80,67,1007.69,Chapel Hill Public Library,outside,35.932522,-79.035728,15220
805,2018/10/10 05:05:09+00,7.4,7.16,7.04,6.91,7.01,11.73,14.9,79,67,1007.6,Chapel Hill Public Library,outside,35.932522,-79.035728,15540
806,2018/10/10 05:59:49+00,7.38,7.6,7.45,7.24,7.07,11.62,14.87,78,69,1006.99,Chapel Hill Public Library,outside,35.932522,-79.035728,18820
807,2018/10/10 06:03:49+00,7.39,7.51,7.43,7.24,7.07,11.61,14.87,77,70,1007.08,Chapel Hill Public Library,outside,35.932522,-79.035728,19060
808,2018/10/10 06:59:49+00,6.87,7.28,7.4,7.33,7.11,11.49,14.84,77,69,1006.52,Chapel Hill Public Library,outside,35.932522,-79.035728,22420
809,2018/10/10 07:03:49+00,7.44,7.19,7.36,7.31,7.11,11.48,14.84,76,70,1006.54,Chapel Hill Public Library,outside,35.932522,-79.035728,22660
810,2018/10/10 07:59:56+00,5.85,6.64,6.96,7.1,7.09,11.35,14.8,78,69,1006.25,Chapel Hill Public Library,outside,35.932522,-79.035728,26020
811,2018/10/10 08:03:49+00,7.18,6.69,6.95,7.09,7.09,11.34,14.8,78,68,1006.31,Chapel Hill Public Library,outside,35.932522,-79.035728,26260
812,2018/10/10 08:59:52+00,7.63,6.92,6.87,6.95,7.06,11.21,14.77,77,70,1005.95,Chapel Hill Public Library,outside,35.932522,-79.035728,29620
813,2018/10/10 09:05:09+00,6.86,6.98,6.9,6.96,7.06,11.2,14.77,77,69,1005.82,Chapel Hill Public Library,outside,35.932522,-79.035728,29940
814,2018/10/10 09:59:50+00,7.85,6.79,6.83,6.89,7.03,11.07,14.73,78,69,1005.73,Chapel Hill Public Library,outside,35.932522,-79.035728,33220
815,2018/10/10 10:05:09+00,5.74,6.72,6.8,6.88,7.03,11.06,14.73,78,68,1005.76,Chapel Hill Public Library,outside,35.932522,-79.035728,33540
816,2018/10/10 10:59:49+00,5.65,6.74,6.84,6.88,7.01,10.94,14.7,78,66,1005.83,Chapel Hill Public Library,outside,35.932522,-79.035728,36820
817,2018/10/10 11:05:09+00,6.69,6.65,6.79,6.85,7.01,10.93,14.7,78,67,1005.64,Chapel Hill Public Library,outside,35.932522,-79.035728,37140
818,2018/10/10 11:59:49+00,7.33,7.61,7.28,7.12,7.04,10.83,14.67,78,69,1005.74,Chapel Hill Public Library,outside,35.932522,-79.035728,40420
819,2018/10/10 12:05:09+00,7.12,7.46,7.27,7.12,7.04,10.82,14.66,79,68,1005.73,Chapel Hill Public Library,outside,35.932522,-79.035728,40740
820,2018/10/10 12:33:46+00,8.23,7.84,7.53,7.31,7.08,10.78,14.65,78,70,1005.82,Chapel Hill Public Library,outside,35.932522,-79.035728,42450
821,2018/10/10 12:33:46+00,8.23,7.84,7.53,7.31,7.08,10.78,14.65,78,70,1005.82,Chapel Hill Public Library,outside,35.932522,-79.035728,42450
822,2018/10/10 13:59:59+00,6.6,6.91,7.22,7.24,7.1,10.69,14.62,81,68,1005.4,Chapel Hill Public Library,outside,35.932522,-79.035728,3150
823,2018/10/10 14:03:59+00,6.97,6.9,7.18,7.22,7.09,10.68,14.62,82,67,1005.35,Chapel Hill Public Library,outside,35.932522,-79.035728,3390
824,2018/10/10 15:00:04+00,6.29,6.33,6.59,6.83,7.02,10.58,14.59,82,64,1005.09,Chapel Hill Public Library,outside,35.932522,-79.035728,2020
825,2018/10/23 05:59:23+00,5.83,5.39,5.68,6.16,5.69,6.47,10.44,56,56,1010.32,Chapel Hill Public Library,outside,35.932522,-79.035728,99840
826,2018/10/23 06:04:41+00,4.94,5.28,5.61,6.09,5.68,6.46,10.44,55,56,1010.38,Chapel Hill Public Library,outside,35.932522,-79.035728,100160
827,2018/10/23 06:59:21+00,4.76,4.7,4.98,5.45,5.59,6.42,10.42,55,57,1009.99,Chapel Hill Public Library,outside,35.932522,-79.035728,103440
828,2018/10/23 07:04:41+00,4.57,4.63,4.92,5.39,5.58,6.41,10.41,55,57,1009.91,Chapel Hill Public Library,outside,35.932522,-79.035728,103760
829,2018/10/23 07:59:21+00,4.76,4.55,4.61,4.95,5.46,6.36,10.39,55,56,1009.36,Chapel Hill Public Library,outside,35.932522,-79.035728,107040
830,2018/10/23 08:04:41+00,5.11,4.56,4.61,4.92,5.45,6.35,10.39,55,56,1009.31,Chapel Hill Public Library,outside,35.932522,-79.035728,107360
831,2018/10/23 08:59:18+00,5.02,4.78,4.67,4.8,5.37,6.31,10.36,54,57,1009.23,Chapel Hill Public Library,outside,35.932522,-79.035728,1860
832,2018/10/23 09:04:36+00,5.46,4.99,4.76,4.84,5.37,6.31,10.36,54,58,1009.18,Chapel Hill Public Library,outside,35.932522,-79.035728,2180
833,2018/10/23 09:59:25+00,7.98,5.91,5.42,5.2,5.39,6.28,10.34,53,58,1009.2,Chapel Hill Public Library,outside,35.932522,-79.035728,5470
834,2018/10/23 10:04:52+00,7.65,6.36,5.64,5.33,5.41,6.29,10.34,53,58,1009.17,Chapel Hill Public Library,outside,35.932522,-79.035728,5790
835,2018/10/23 10:59:32+00,7.34,7.16,6.73,6.19,5.58,6.31,10.33,54,58,1009.29,Chapel Hill Public Library,outside,35.932522,-79.035728,9070
836,2018/10/23 11:04:48+00,7.24,7.26,6.82,6.27,5.6,6.31,10.33,54,57,1009.34,Chapel Hill Public Library,outside,35.932522,-79.035728,9390
837,2018/10/23 11:59:36+00,8.66,8.23,7.73,7.12,5.85,6.35,10.32,53,57,1009.47,Chapel Hill Public Library,outside,35.932522,-79.035728,12680
838,2018/10/23 12:04:55+00,8.54,8.28,7.82,7.2,5.88,6.36,10.32,53,57,1009.36,Chapel Hill Public Library,outside,35.932522,-79.035728,13000
839,2018/10/23 12:59:35+00,6.72,7.89,8.01,7.67,6.13,6.41,10.31,57,53,1009.59,Chapel Hill Public Library,outside,35.932522,-79.035728,16280
840,2018/10/23 13:04:57+00,7.66,7.71,7.93,7.65,6.14,6.41,10.31,57,54,1009.62,Chapel Hill Public Library,outside,35.932522,-79.035728,16600
841,2018/10/23 13:59:03+00,6.12,6.85,7.15,7.28,6.2,6.42,10.3,62,51,1009.45,Chapel Hill Public Library,outside,35.932522,-79.035728,510
842,2018/10/23 14:04:22+00,7.28,6.95,7.15,7.26,6.21,6.42,10.29,62,50,1009.42,Chapel Hill Public Library,outside,35.932522,-79.035728,830
843,2018/10/23 14:59:13+00,5.52,5.84,6.53,6.88,6.21,6.42,10.28,67,43,1009.18,Chapel Hill Public Library,outside,35.932522,-79.035728,1800
844,2018/10/23 15:04:33+00,4.78,5.61,6.36,6.77,6.2,6.42,10.28,68,43,1009.32,Chapel Hill Public Library,outside,35.932522,-79.035728,2120
845,2018/10/23 15:59:56+00,4.87,4.77,5.36,6,6.09,6.39,10.27,71,39,1009.02,Chapel Hill Public Library,outside,35.932522,-79.035728,660
846,2018/10/23 16:05:22+00,4.72,4.79,5.3,5.93,6.08,6.38,10.26,72,38,1008.94,Chapel Hill Public Library,outside,35.932522,-79.035728,984
847,2018/10/23 16:59:53+00,4.85,4.77,4.97,5.41,5.95,6.34,10.24,74,35,1008.03,Chapel Hill Public Library,outside,35.932522,-79.035728,4260
848,2018/10/23 17:03:53+00,5.42,4.92,5.01,5.41,5.95,6.34,10.24,74,35,1008,Chapel Hill Public Library,outside,35.932522,-79.035728,4500
849,2018/10/23 17:59:37+00,2.9,3.97,4.47,4.92,5.8,6.29,10.22,75,33,1006.91,Chapel Hill Public Library,outside,35.932522,-79.035728,7840
850,2018/10/23 18:04:53+00,4.4,4.05,4.44,4.87,5.78,6.29,10.22,75,33,1006.83,Chapel Hill Public Library,outside,35.932522,-79.035728,8160
851,2018/10/23 18:59:54+00,3.58,3.91,4.44,4.74,5.67,6.24,10.2,76,34,1006.36,Chapel Hill Public Library,outside,35.932522,-79.035728,11453
852,2018/10/23 19:04:25+00,4.41,3.92,4.38,4.7,5.65,6.24,10.19,74,33,1005.48,Chapel Hill Public Library,outside,35.932522,-79.035728,100
853,2018/10/23 19:59:59+00,5.86,4.5,4.34,4.5,5.52,6.19,10.17,75,33,1005.73,Chapel Hill Public Library,outside,35.932522,-79.035728,820
854,2018/10/23 20:05:16+00,4.72,5.67,4.79,4.72,5.54,6.19,10.17,74,34,1005.43,Chapel Hill Public Library,outside,35.932522,-79.035728,1140
855,2018/10/23 20:59:58+00,4.51,4.83,4.87,4.84,5.49,6.16,10.15,72,36,1005.28,Chapel Hill Public Library,outside,35.932522,-79.035728,4420
856,2018/10/23 21:03:56+00,4.57,4.72,4.83,4.82,5.48,6.16,10.15,73,37,1005.49,Chapel Hill Public Library,outside,35.932522,-79.035728,4660
857,2018/10/23 21:59:56+00,4.83,4.85,4.82,4.82,5.41,6.12,10.13,68,47,1005.43,Chapel Hill Public Library,outside,35.932522,-79.035728,8020
858,2018/10/23 22:03:56+00,4.53,4.78,4.8,4.81,5.4,6.12,10.13,67,48,1005.49,Chapel Hill Public Library,outside,35.932522,-79.035728,8260
859,2018/10/23 23:00:01+00,6.56,6.27,5.66,5.31,5.43,6.1,10.11,62,57,1005.53,Chapel Hill Public Library,outside,35.932522,-79.035728,11620
860,2018/10/23 23:05:20+00,6.39,6.35,5.76,5.39,5.45,6.1,10.11,62,59,1005.7,Chapel Hill Public Library,outside,35.932522,-79.035728,11940
861,2018/10/23 23:59:56+00,6.83,7.05,6.67,6.17,5.61,6.13,10.09,62,58,1005.97,Chapel Hill Public Library,outside,35.932522,-79.035728,15220
862,2018/10/24 00:03:59+00,6.61,7.14,6.74,6.23,5.62,6.13,10.09,61,58,1005.99,Chapel Hill Public Library,outside,35.932522,-79.035728,15460
863,2018/10/24 00:59:07+00,6.8,7.34,7.22,6.81,5.81,6.17,10.08,61,58,1006.31,Chapel Hill Public Library,outside,35.932522,-79.035728,2500
864,2018/10/24 01:04:30+00,7.74,7.5,7.3,6.87,5.83,6.17,10.08,61,58,1006.31,Chapel Hill Public Library,outside,35.932522,-79.035728,2820
865,2018/10/24 01:59:07+00,8.54,7.69,7.64,7.32,6.04,6.22,10.07,59,59,1006.52,Chapel Hill Public Library,outside,35.932522,-79.035728,6100
866,2018/10/24 02:04:27+00,7.43,7.65,7.63,7.34,6.06,6.22,10.07,59,60,1006.53,Chapel Hill Public Library,outside,35.932522,-79.035728,6420
867,2018/10/24 02:59:07+00,8.02,7.73,7.71,7.53,6.24,6.26,10.06,59,61,1006.78,Chapel Hill Public Library,outside,35.932522,-79.035728,9700
868,2018/10/24 03:04:27+00,8,7.69,7.7,7.53,6.25,6.26,10.06,59,61,1006.8,Chapel Hill Public Library,outside,35.932522,-79.035728,10020
869,2018/10/24 03:59:07+00,8.63,7.75,7.71,7.62,6.41,6.3,10.05,58,61,1007.02,Chapel Hill Public Library,outside,35.932522,-79.035728,13300
870,2018/10/24 04:04:27+00,7.28,7.75,7.71,7.62,6.42,6.31,10.05,58,61,1006.96,Chapel Hill Public Library,outside,35.932522,-79.035728,13620
871,2018/10/24 04:59:07+00,7.75,8.28,7.99,7.82,6.58,6.35,10.04,58,60,1007.16,Chapel Hill Public Library,outside,35.932522,-79.035728,16900
872,2018/10/24 05:04:27+00,8.2,8.38,8.07,7.88,6.61,6.36,10.04,57,59,1007.1,Chapel Hill Public Library,outside,35.932522,-79.035728,17220
873,2018/10/24 05:59:07+00,10,9.05,8.76,8.42,6.86,6.43,10.04,56,60,1007.41,Chapel Hill Public Library,outside,35.932522,-79.035728,20500
874,2018/10/24 06:04:27+00,9.22,8.87,8.73,8.42,6.88,6.44,10.03,56,60,1007.37,Chapel Hill Public Library,outside,35.932522,-79.035728,20820
875,2018/10/24 06:59:07+00,8.15,8.4,8.67,8.57,7.08,6.5,10.03,54,61,1007.59,Chapel Hill Public Library,outside,35.932522,-79.035728,24100
876,2018/10/24 07:04:27+00,7.37,8.35,8.62,8.56,7.1,6.51,10.03,55,62,1007.56,Chapel Hill Public Library,outside,35.932522,-79.035728,24420
877,2018/10/24 07:59:07+00,6.41,6.75,7.28,7.73,7.08,6.52,10.02,55,61,1007.56,Chapel Hill Public Library,outside,35.932522,-79.035728,27700
878,2018/10/24 08:04:27+00,6.93,6.6,7.15,7.63,7.07,6.52,10.02,55,61,1007.61,Chapel Hill Public Library,outside,35.932522,-79.035728,28020
879,2018/10/24 08:59:08+00,5.47,5.65,6.11,6.73,6.94,6.5,10,55,58,1008.47,Chapel Hill Public Library,outside,35.932522,-79.035728,31300
880,2018/10/24 09:04:34+00,5.9,5.55,6.01,6.64,6.92,6.5,10,56,58,1008.55,Chapel Hill Public Library,outside,35.932522,-79.035728,31620
881,2018/10/24 09:59:07+00,5.4,5.84,5.86,6.22,6.8,6.48,9.98,52,61,1008.96,Chapel Hill Public Library,outside,35.932522,-79.035728,34900
882,2018/10/24 10:04:28+00,5.66,6.05,5.94,6.23,6.8,6.48,9.98,52,61,1009.08,Chapel Hill Public Library,outside,35.932522,-79.035728,35220
883,2018/10/24 10:59:14+00,5.14,6.24,6.15,6.23,6.74,6.47,9.96,50,65,1009.57,Chapel Hill Public Library,outside,35.932522,-79.035728,38500
884,2018/10/24 11:04:27+00,5.93,6.31,6.19,6.25,6.73,6.47,9.96,50,65,1009.64,Chapel Hill Public Library,outside,35.932522,-79.035728,38820
885,2018/10/24 11:59:07+00,7.17,8.01,7.4,6.97,6.83,6.5,9.95,52,62,1009.98,Chapel Hill Public Library,outside,35.932522,-79.035728,42100
886,2018/10/24 12:04:28+00,7.86,8.01,7.48,7.04,6.84,6.51,9.95,53,62,1010.18,Chapel Hill Public Library,outside,35.932522,-79.035728,42420
887,2018/10/24 12:59:17+00,4.71,5.51,6.41,6.65,6.79,6.51,9.94,58,51,1010.76,Chapel Hill Public Library,outside,35.932522,-79.035728,45710
888,2018/10/24 13:04:38+00,6,5.42,6.26,6.55,6.78,6.5,9.94,59,51,1010.9,Chapel Hill Public Library,outside,35.932522,-79.035728,46030
889,2018/10/24 13:59:18+00,4.97,4.56,4.94,5.53,6.53,6.45,9.91,64,43,1011.42,Chapel Hill Public Library,outside,35.932522,-79.035728,49310
890,2018/10/24 14:04:38+00,4.5,4.5,4.87,5.45,6.51,6.44,9.91,64,41,1011.4,Chapel Hill Public Library,outside,35.932522,-79.035728,49630
891,2018/10/24 14:56:49+00,4.12,4.41,4.68,5.09,6.34,6.4,9.89,64,36,1010.97,Chapel Hill Public Library,outside,35.932522,-79.035728,52760
892,2018/10/24 15:05:00+00,3.92,4.3,4.61,5.04,6.32,6.39,9.89,65,36,1010.99,Chapel Hill Public Library,outside,35.932522,-79.035728,100
893,2018/10/24 15:59:30+00,3.65,3.94,4.21,4.6,6.1,6.34,9.87,65,33,1010.72,Chapel Hill Public Library,outside,35.932522,-79.035728,3370
894,2018/10/24 16:04:50+00,3.35,3.91,4.17,4.55,6.08,6.33,9.87,67,33,1010.76,Chapel Hill Public Library,outside,35.932522,-79.035728,3690
895,2018/10/24 16:59:23+00,4.05,3.49,3.71,4.1,5.85,6.26,9.85,68,31,1010.52,Chapel Hill Public Library,outside,35.932522,-79.035728,6960
896,2018/10/24 17:05:10+00,3.86,3.69,3.76,4.1,5.83,6.26,9.84,68,31,1010.36,Chapel Hill Public Library,outside,35.932522,-79.035728,7310
897,2018/10/13 02:59:04+00,13.21,15.34,14.03,13.59,9.71,7.97,13.04,61,64,997.7,Chapel Hill Public Library,outside,35.932522,-79.035728,14470
898,2018/10/24 17:59:41+00,3.68,3.74,3.76,3.93,5.61,6.19,9.82,69,29,1009.73,Chapel Hill Public Library,outside,35.932522,-79.035728,10581
899,2018/10/24 18:03:41+00,3.4,3.67,3.73,3.91,5.6,6.19,9.82,69,29,1009.52,Chapel Hill Public Library,outside,35.932522,-79.035728,10820
900,2018/10/24 18:59:17+00,3.28,3.71,3.68,3.79,5.41,6.12,9.8,69,29,1008.92,Chapel Hill Public Library,outside,35.932522,-79.035728,2580
901,2018/10/24 19:04:47+00,3.67,3.69,3.68,3.78,5.39,6.11,9.79,69,29,1008.93,Chapel Hill Public Library,outside,35.932522,-79.035728,2910
902,2018/10/24 19:59:48+00,2.68,2.58,2.99,3.32,5.13,6.03,9.77,69,28,1008.3,Chapel Hill Public Library,outside,35.932522,-79.035728,6210
903,2018/10/24 20:05:07+00,3,2.77,3.01,3.31,5.11,6.02,9.76,69,29,1008.9,Chapel Hill Public Library,outside,35.932522,-79.035728,6530
904,2018/10/24 20:59:47+00,3.69,3.04,2.97,3.13,4.88,5.93,9.74,68,33,1008.76,Chapel Hill Public Library,outside,35.932522,-79.035728,9810
905,2018/10/24 21:03:50+00,2.74,3.05,2.98,3.13,4.86,5.93,9.74,68,32,1008.71,Chapel Hill Public Library,outside,35.932522,-79.035728,10050
906,2018/10/24 21:59:06+00,3.45,3.31,3.17,3.17,4.68,5.85,9.71,65,42,1009.19,Chapel Hill Public Library,outside,35.932522,-79.035728,13350
907,2018/10/24 22:04:14+00,3.1,3.32,3.2,3.18,4.67,5.84,9.71,64,43,1009.16,Chapel Hill Public Library,outside,35.932522,-79.035728,13670
908,2018/10/24 22:59:36+00,3.84,3.33,3.28,3.24,4.53,5.78,9.68,58,52,1009.43,Chapel Hill Public Library,outside,35.932522,-79.035728,16990
909,2018/10/24 23:02:25+00,4,3.37,3.29,3.24,4.52,5.77,9.68,58,52,1009.58,Chapel Hill Public Library,outside,35.932522,-79.035728,17160
910,2018/10/24 23:58:52+00,5.15,5.2,4.7,4.2,4.61,5.76,9.66,56,57,1009.9,Chapel Hill Public Library,outside,35.932522,-79.035728,3000
911,2018/10/25 00:04:12+00,4.76,5.07,4.72,4.24,4.61,5.76,9.66,56,57,1009.99,Chapel Hill Public Library,outside,35.932522,-79.035728,3320
912,2018/10/25 00:58:53+00,5.22,5.21,4.99,4.64,4.65,5.74,9.64,55,58,1010.23,Chapel Hill Public Library,outside,35.932522,-79.035728,6600
913,2018/10/25 01:04:12+00,4.9,5.24,5.03,4.68,4.66,5.74,9.64,54,58,1010.34,Chapel Hill Public Library,outside,35.932522,-79.035728,6920
914,2018/10/25 01:58:52+00,4.53,6.01,5.84,5.39,4.81,5.75,9.63,54,59,1010.78,Chapel Hill Public Library,outside,35.932522,-79.035728,10200
915,2018/10/25 02:04:12+00,6.5,6.08,5.88,5.44,4.83,5.75,9.63,53,59,1010.76,Chapel Hill Public Library,outside,35.932522,-79.035728,10520
916,2018/10/25 02:58:52+00,8.41,7.8,7.07,6.39,5.09,5.79,9.62,51,61,1011,Chapel Hill Public Library,outside,35.932522,-79.035728,13800
917,2018/10/25 03:04:12+00,8.34,8,7.23,6.52,5.13,5.8,9.62,51,63,1011.01,Chapel Hill Public Library,outside,35.932522,-79.035728,14120
918,2018/10/25 03:58:53+00,8.25,8.34,8.12,7.47,5.48,5.87,9.61,53,60,1011.23,Chapel Hill Public Library,outside,35.932522,-79.035728,17400
919,2018/10/25 04:04:13+00,8.07,8.33,8.14,7.53,5.52,5.88,9.61,52,59,1011.2,Chapel Hill Public Library,outside,35.932522,-79.035728,17720
920,2018/10/25 04:59:56+00,8.68,8.49,8.27,7.9,5.81,5.95,9.61,50,62,1011.38,Chapel Hill Public Library,outside,35.932522,-79.035728,260
921,2018/10/13 03:04:24+00,12.56,14.66,13.95,13.57,9.75,7.98,13.04,61,63,997.64,Chapel Hill Public Library,outside,35.932522,-79.035728,14790
922,2018/10/13 03:59:04+00,14.37,14.41,14.42,14.11,10.29,8.17,13.05,61,65,997.56,Chapel Hill Public Library,outside,35.932522,-79.035728,18070
923,2018/10/13 04:04:24+00,14.12,14.47,14.45,14.14,10.34,8.19,13.05,62,64,997.45,Chapel Hill Public Library,outside,35.932522,-79.035728,18390
924,2018/10/13 04:59:04+00,14.46,15.07,15.02,14.67,10.83,8.37,13.06,59,65,997.19,Chapel Hill Public Library,outside,35.932522,-79.035728,21670
925,2018/10/13 05:04:25+00,15.71,15.06,15.02,14.69,10.88,8.39,13.06,60,66,997.36,Chapel Hill Public Library,outside,35.932522,-79.035728,21990
926,2018/10/13 05:59:04+00,10.68,10.46,12.22,13.16,10.99,8.49,13.06,60,61,997.4,Chapel Hill Public Library,outside,35.932522,-79.035728,25270
927,2018/10/13 06:04:31+00,10.75,10.48,12,12.99,10.98,8.5,13.05,60,63,997.54,Chapel Hill Public Library,outside,35.932522,-79.035728,25590
928,2018/10/13 06:59:11+00,9.14,9.15,10.04,11.24,10.83,8.53,13.04,59,63,997.37,Chapel Hill Public Library,outside,35.932522,-79.035728,28870
929,2018/10/13 07:04:27+00,9.3,9.09,9.9,11.09,10.81,8.53,13.04,59,63,997.31,Chapel Hill Public Library,outside,35.932522,-79.035728,29190
930,2018/10/13 07:59:07+00,10.05,10.16,9.8,10.37,10.67,8.56,13.02,59,64,997.09,Chapel Hill Public Library,outside,35.932522,-79.035728,32470
931,2018/10/13 08:04:25+00,12.4,10.65,10.02,10.44,10.68,8.57,13.02,59,64,997.11,Chapel Hill Public Library,outside,35.932522,-79.035728,32790
932,2018/10/13 08:59:07+00,8.32,9.21,9.68,10.06,10.58,8.6,13.01,61,63,997.89,Chapel Hill Public Library,outside,35.932522,-79.035728,36070
933,2018/10/13 09:04:24+00,9.1,9.05,9.56,9.97,10.56,8.6,13.01,61,62,998.01,Chapel Hill Public Library,outside,35.932522,-79.035728,36390
934,2018/10/13 09:59:04+00,7.27,8.29,8.89,9.38,10.38,8.61,12.99,61,61,998.22,Chapel Hill Public Library,outside,35.932522,-79.035728,39670
935,2018/10/13 10:04:25+00,7.31,8.03,8.72,9.26,10.35,8.6,12.99,62,61,998.34,Chapel Hill Public Library,outside,35.932522,-79.035728,39990
936,2018/10/13 10:59:05+00,6.34,6.81,7.36,8.11,9.98,8.56,12.97,63,60,998.93,Chapel Hill Public Library,outside,35.932522,-79.035728,43270
937,2018/10/13 11:04:24+00,7.07,6.69,7.24,8,9.95,8.55,12.96,63,59,998.89,Chapel Hill Public Library,outside,35.932522,-79.035728,43590
938,2018/10/13 11:59:04+00,6.05,6.31,6.61,7.23,9.57,8.5,12.94,63,58,999.58,Chapel Hill Public Library,outside,35.932522,-79.035728,46870
939,2018/10/13 12:04:24+00,6.07,6.28,6.57,7.16,9.53,8.49,12.93,62,59,999.77,Chapel Hill Public Library,outside,35.932522,-79.035728,47190
940,2018/10/13 12:59:04+00,5.98,5.95,6.14,6.59,9.16,8.42,12.91,67,54,1000.54,Chapel Hill Public Library,outside,35.932522,-79.035728,50470
941,2018/10/13 13:04:24+00,6.35,5.94,6.11,6.55,9.12,8.41,12.9,67,53,1000.63,Chapel Hill Public Library,outside,35.932522,-79.035728,50790
942,2018/10/13 13:59:06+00,4.27,4.37,4.86,5.53,8.64,8.31,12.87,71,47,1001.52,Chapel Hill Public Library,outside,35.932522,-79.035728,54071
943,2018/10/13 14:04:24+00,3.85,4.2,4.74,5.43,8.59,8.3,12.87,71,47,1001.42,Chapel Hill Public Library,outside,35.932522,-79.035728,54390
944,2018/10/13 15:00:00+00,2.44,3.02,3.65,4.41,8.05,8.16,12.83,73,42,1001.86,Chapel Hill Public Library,outside,35.932522,-79.035728,1418
945,2018/10/13 15:03:46+00,2.77,2.94,3.55,4.33,8.01,8.15,12.83,71,43,1001.45,Chapel Hill Public Library,outside,35.932522,-79.035728,1660
946,2018/10/13 15:58:56+00,0.59,1.68,2.37,3.25,7.44,8,12.79,73,40,1002.38,Chapel Hill Public Library,outside,35.932522,-79.035728,1070
947,2018/10/13 16:04:17+00,1.17,1.52,2.23,3.12,7.37,7.98,12.78,73,41,1002.22,Chapel Hill Public Library,outside,35.932522,-79.035728,1390
948,2018/10/13 16:58:30+00,0.5,0.85,1.43,2.32,6.91,7.85,12.75,74,38,1001.9,Chapel Hill Public Library,outside,35.932522,-79.035728,1430
949,2018/10/13 17:04:29+00,1,0.84,1.39,2.27,6.88,7.84,12.75,76,37,1002.03,Chapel Hill Public Library,outside,35.932522,-79.035728,1783
950,2018/10/13 17:59:29+00,0.03,0.37,0.76,1.5,6.31,7.68,12.71,77,35,1001.46,Chapel Hill Public Library,outside,35.932522,-79.035728,5090
