ObjectId,Last_Check,Current_Particulate_Matter_2_5_,PM_2_5_10_Minute_Avg_,PM_2_5_30_Minute_Avg_,PM_2_5_1_Hour_Avg_,PM_2_5_6_Hour_Avg_,PM_2_5_24_Hour_Avg_,PM_2_5_One_Week_Avg_,Temp__F_,Humidity____,Pressure__mbar_,Site_Label,Inside_Outside,Latitude,Longitude,Uptime__Seconds_
1,2018/09/27 19:48:03+00,22.48,22.05,18.33,15.5,10.25,11.44,13.81,88,59,1002.78,Chapel Hill Public Library,outside,35.932522,-79.035728,3060
2,2018/09/27 19:59:52+00,23,22.47,19.2,16.24,10.46,11.49,13.82,88,58,1003.02,Chapel Hill Public Library,outside,35.932522,-79.035728,3770
3,2018/10/02 14:43:38+00,9.32,10.53,13.64,15.65,18.14,14.53,12.89,86,55,1011.93,Chapel Hill Public Library,outside,35.932522,-79.035728,7123
4,2018/10/02 14:43:38+00,9.32,10.53,13.64,15.65,18.14,14.53,12.89,86,55,1011.93,Chapel Hill Public Library,outside,35.932522,-79.035728,7123
5,2018/10/02 14:59:23+00,8,9.25,12.58,14.91,17.97,14.51,12.89,86,54,1011.81,Chapel Hill Public Library,outside,35.932522,-79.035728,100
6,2018/10/02 15:42:26+00,11.27,9.49,11.08,13.46,17.56,14.44,12.88,88,48,1010.74,Chapel Hill Public Library,outside,35.932522,-79.035728,580
7,2018/10/02 15:59:21+00,12.13,10.57,11.13,13.15,17.4,14.42,12.88,91,46,1011.18,Chapel Hill Public Library,outside,35.932522,-79.035728,1590
8,2018/10/02 16:42:57+00,13.56,12.18,11.61,12.59,16.93,14.36,12.88,89,44,1010.34,Chapel Hill Public Library,outside,35.932522,-79.035728,4210
9,2018/10/02 16:59:25+00,13.06,12.65,11.97,12.63,16.82,14.35,12.88,91,41,1010.25,Chapel Hill Public Library,outside,35.932522,-79.035728,5200
10,2018/10/02 17:42:34+00,12.42,12.46,12.25,12.58,16.53,14.32,12.88,93,39,1009.67,Chapel Hill Public Library,outside,35.932522,-79.035728,7790
11,2018/10/02 17:59:44+00,12.51,12.4,12.28,12.54,16.39,14.3,12.88,92,38,1009.39,Chapel Hill Public Library,outside,35.932522,-79.035728,8820
12,2018/10/02 18:42:58+00,13.91,12.47,12.46,12.57,16.13,14.28,12.88,93,36,1008.75,Chapel Hill Public Library,outside,35.932522,-79.035728,11410
13,2018/10/02 18:59:19+00,12.5,12.57,12.5,12.58,16.1,14.27,12.88,93,39,1008.46,Chapel Hill Public Library,outside,35.932522,-79.035728,12390
14,2018/10/02 19:43:54+00,12.06,12.53,12.65,12.66,15.85,14.24,12.88,92,38,1008.35,Chapel Hill Public Library,outside,35.932522,-79.035728,2150
15,2018/10/02 19:57:44+00,13.68,12.91,12.77,12.73,15.78,14.24,12.88,92,39,1008.05,Chapel Hill Public Library,outside,35.932522,-79.035728,2980
16,2018/10/04 17:40:02+00,15.41,15.89,16.91,18.4,19.93,18.09,14,98,38,1004.58,Chapel Hill Public Library,outside,35.932522,-79.035728,3710
17,2018/10/04 17:45:22+00,15.55,15.75,16.73,18.21,19.88,18.08,14,98,38,1004.27,Chapel Hill Public Library,outside,35.932522,-79.035728,4030
18,2018/10/04 17:58:53+00,15.35,15.22,16.21,17.7,19.74,18.06,14,98,39,1004.28,Chapel Hill Public Library,outside,35.932522,-79.035728,4840
19,2018/10/04 18:03:10+00,13.7,15.05,16.09,17.59,19.71,18.06,14,98,39,1004.22,Chapel Hill Public Library,outside,35.932522,-79.035728,5093
20,2018/10/04 18:59:29+00,12.2,12.22,13.85,15.76,19.22,17.96,14,97,36,1003.59,Chapel Hill Public Library,outside,35.932522,-79.035728,1920
21,2018/10/04 19:04:40+00,12.67,12.49,13.75,15.58,19.15,17.94,14,98,37,1003.58,Chapel Hill Public Library,outside,35.932522,-79.035728,2240
22,2018/10/04 19:59:16+00,13.2,12.99,13.22,14.53,18.66,17.84,13.99,97,40,1003.45,Chapel Hill Public Library,outside,35.932522,-79.035728,2020
23,2018/10/04 20:04:36+00,14.95,13.47,13.36,14.52,18.61,17.83,13.99,97,39,1003.42,Chapel Hill Public Library,outside,35.932522,-79.035728,2340
24,2018/10/04 20:59:24+00,14.2,13.62,13.61,14.21,18.21,17.75,13.99,95,44,1003.28,Chapel Hill Public Library,outside,35.932522,-79.035728,1970
25,2018/10/04 21:04:38+00,13.61,13.56,13.59,14.17,18.17,17.74,13.99,95,44,1003.23,Chapel Hill Public Library,outside,35.932522,-79.035728,2290
26,2018/10/04 21:59:50+00,13.96,13.53,13.5,13.92,17.87,17.67,13.99,89,54,1003.15,Chapel Hill Public Library,outside,35.932522,-79.035728,1250
27,2018/10/04 21:59:50+00,13.96,13.53,13.5,13.92,17.87,17.67,13.99,89,54,1003.15,Chapel Hill Public Library,outside,35.932522,-79.035728,1250
28,2018/10/04 22:56:21+00,16,14.79,14.07,14.15,17.77,17.64,13.99,85,61,1003.42,Chapel Hill Public Library,outside,35.932522,-79.035728,1141
29,2018/10/04 23:04:08+00,16.09,14.92,14.14,14.18,17.77,17.64,13.99,85,62,1003.43,Chapel Hill Public Library,outside,35.932522,-79.035728,100
30,2018/10/04 23:58:59+00,16.74,17.13,16.15,15.44,17.67,17.62,14,82,67,1003.4,Chapel Hill Public Library,outside,35.932522,-79.035728,3420
31,2018/10/05 00:04:17+00,17.3,17.23,16.3,15.56,17.67,17.62,14,83,68,1003.45,Chapel Hill Public Library,outside,35.932522,-79.035728,3740
32,2018/10/05 00:59:19+00,19.98,18.58,17.76,16.84,17.7,17.63,14.02,82,69,1003.77,Chapel Hill Public Library,outside,35.932522,-79.035728,580
33,2018/10/05 01:04:39+00,17.63,18.39,17.8,16.92,17.71,17.63,14.02,83,66,1003.83,Chapel Hill Public Library,outside,35.932522,-79.035728,900
34,2018/10/05 01:59:22+00,18.05,18.26,18.28,17.68,17.79,17.66,14.04,83,67,1004.23,Chapel Hill Public Library,outside,35.932522,-79.035728,4180
35,2018/10/05 02:04:40+00,17.66,18.16,18.24,17.7,17.79,17.66,14.04,83,65,1004.34,Chapel Hill Public Library,outside,35.932522,-79.035728,4500
36,2018/10/05 02:59:40+00,19.02,19.2,18.85,18.35,17.92,17.69,14.06,80,69,1004.6,Chapel Hill Public Library,outside,35.932522,-79.035728,7800
37,2018/10/05 03:05:00+00,19.34,19.2,18.9,18.41,17.93,17.7,14.06,80,70,1004.62,Chapel Hill Public Library,outside,35.932522,-79.035728,8120
38,2018/10/05 03:59:49+00,19,18.82,18.94,18.7,18.05,17.73,14.08,80,68,1004.38,Chapel Hill Public Library,outside,35.932522,-79.035728,11410
39,2018/10/05 04:03:49+00,17.71,18.67,18.88,18.68,18.05,17.74,14.09,80,66,1004.38,Chapel Hill Public Library,outside,35.932522,-79.035728,11650
40,2018/10/05 04:58:52+00,19.05,18.52,18.63,18.61,18.11,17.76,14.1,78,70,1003.83,Chapel Hill Public Library,outside,35.932522,-79.035728,14950
41,2018/10/05 05:04:09+00,19.37,18.69,18.68,18.64,18.12,17.76,14.11,78,70,1003.84,Chapel Hill Public Library,outside,35.932522,-79.035728,15270
42,2018/10/05 05:58:50+00,18.75,18.28,18.32,18.41,18.12,17.77,14.12,78,69,1003.42,Chapel Hill Public Library,outside,35.932522,-79.035728,18550
43,2018/10/05 06:04:09+00,17.77,18.03,18.22,18.35,18.11,17.77,14.12,78,67,1003.33,Chapel Hill Public Library,outside,35.932522,-79.035728,18870
44,2018/10/05 06:58:49+00,18.84,18.22,18.16,18.24,18.12,17.78,14.14,77,69,1003.11,Chapel Hill Public Library,outside,35.932522,-79.035728,22150
45,2018/10/05 07:04:09+00,19.14,18.46,18.25,18.28,18.12,17.78,14.14,77,69,1003.04,Chapel Hill Public Library,outside,35.932522,-79.035728,22470
46,2018/10/05 07:58:49+00,17.42,18.64,18.53,18.44,18.17,17.81,14.16,78,66,1003.1,Chapel Hill Public Library,outside,35.932522,-79.035728,25750
47,2018/10/05 08:04:09+00,17.1,18.16,18.37,18.37,18.16,17.81,14.16,78,65,1003.22,Chapel Hill Public Library,outside,35.932522,-79.035728,26070
48,2018/10/05 08:58:50+00,19.29,18.86,18.67,18.54,18.22,17.83,14.18,78,66,1003.59,Chapel Hill Public Library,outside,35.932522,-79.035728,29350
49,2018/10/05 09:04:09+00,19.08,18.85,18.69,18.56,18.23,17.83,14.18,78,66,1003.63,Chapel Hill Public Library,outside,35.932522,-79.035728,29670
50,2018/10/05 09:58:49+00,20.21,19.45,19.2,18.94,18.34,17.87,14.2,78,65,1004.13,Chapel Hill Public Library,outside,35.932522,-79.035728,32950
51,2018/10/05 10:04:09+00,18.63,19.42,19.22,18.97,18.35,17.88,14.2,78,65,1004.2,Chapel Hill Public Library,outside,35.932522,-79.035728,33270
52,2018/10/05 10:58:49+00,19.88,20.79,20.34,19.81,18.59,17.95,14.23,77,66,1004.81,Chapel Hill Public Library,outside,35.932522,-79.035728,36550
53,2018/10/05 11:04:16+00,20.63,21.02,20.49,19.92,18.62,17.96,14.23,77,65,1004.86,Chapel Hill Public Library,outside,35.932522,-79.035728,36870
54,2018/10/05 11:58:49+00,21.24,22.12,21.62,20.94,18.98,18.07,14.26,78,66,1005.27,Chapel Hill Public Library,outside,35.932522,-79.035728,40150
55,2018/10/05 12:04:44+00,21.57,22.06,21.66,21.01,19.02,18.09,14.27,77,66,1004.33,Chapel Hill Public Library,outside,35.932522,-79.035728,40473
56,2018/10/05 12:57:53+00,19.47,20.76,21.16,20.98,19.18,18.15,14.29,85,57,1005.63,Chapel Hill Public Library,outside,35.932522,-79.035728,43690
57,2018/10/05 12:57:53+00,19.47,20.76,21.16,20.98,19.18,18.15,14.29,85,57,1005.63,Chapel Hill Public Library,outside,35.932522,-79.035728,43690
58,2018/10/05 13:59:17+00,18.36,18.46,19.48,20.03,19.16,18.17,14.3,90,52,1005.64,Chapel Hill Public Library,outside,35.932522,-79.035728,2980
59,2018/10/05 14:04:37+00,16.09,17.78,19.1,19.8,19.13,18.16,14.3,89,52,1005.74,Chapel Hill Public Library,outside,35.932522,-79.035728,3300
60,2018/10/05 14:59:16+00,13,13.68,15.48,17.19,18.66,18.07,14.31,93,48,1005.49,Chapel Hill Public Library,outside,35.932522,-79.035728,6570
61,2018/10/05 15:04:37+00,13.48,13.55,15.2,16.93,18.6,18.05,14.3,93,47,1005.57,Chapel Hill Public Library,outside,35.932522,-79.035728,6900
62,2018/10/05 15:59:37+00,12.97,12.75,13.55,15.13,18.07,17.93,14.3,95,45,1005.2,Chapel Hill Public Library,outside,35.932522,-79.035728,10200
63,2018/10/05 16:05:04+00,11.36,12.43,13.33,14.92,18.01,17.91,14.3,96,45,1005.22,Chapel Hill Public Library,outside,35.932522,-79.035728,10520
64,2018/10/05 16:59:47+00,14.47,13.4,13.24,14.05,17.49,17.78,14.29,97,43,1004.97,Chapel Hill Public Library,outside,35.932522,-79.035728,13810
65,2018/10/05 17:05:01+00,15.47,13.8,13.39,14.09,17.47,17.78,14.29,98,41,1004.9,Chapel Hill Public Library,outside,35.932522,-79.035728,14080
66,2018/10/05 17:59:02+00,13.48,12.99,13.28,13.71,17.04,17.66,14.29,98,42,1004.16,Chapel Hill Public Library,outside,35.932522,-79.035728,2260
67,2018/10/05 18:04:23+00,12.02,12.8,13.18,13.63,16.99,17.64,14.29,98,42,1004.1,Chapel Hill Public Library,outside,35.932522,-79.035728,2580
68,2018/10/05 18:59:05+00,13.36,12.79,12.7,13.05,16.49,17.5,14.28,96,43,1003.71,Chapel Hill Public Library,outside,35.932522,-79.035728,5860
69,2018/10/05 19:04:21+00,12.93,12.81,12.72,13.04,16.45,17.48,14.28,97,43,1003.73,Chapel Hill Public Library,outside,35.932522,-79.035728,6180
70,2018/10/05 19:59:02+00,13.71,13.39,13.24,13.23,16.14,17.37,14.28,97,44,1003.58,Chapel Hill Public Library,outside,35.932522,-79.035728,9460
71,2018/10/05 20:04:32+00,13.57,13.19,13.18,13.2,16.1,17.36,14.28,96,44,1003.64,Chapel Hill Public Library,outside,35.932522,-79.035728,9790
72,2018/10/05 20:59:32+00,15.57,14.49,13.99,13.7,15.9,17.27,14.28,95,46,1003.87,Chapel Hill Public Library,outside,35.932522,-79.035728,13090
73,2018/10/05 21:04:52+00,14.49,14.58,14.09,13.77,15.88,17.26,14.28,94,47,1003.66,Chapel Hill Public Library,outside,35.932522,-79.035728,13410
74,2018/10/05 21:59:32+00,16.29,16.12,15.4,14.75,15.86,17.22,14.28,92,52,1004.28,Chapel Hill Public Library,outside,35.932522,-79.035728,16690
75,2018/10/05 22:04:52+00,16.9,16.28,15.55,14.87,15.87,17.22,14.28,91,54,1004.32,Chapel Hill Public Library,outside,35.932522,-79.035728,17010
76,2018/10/05 22:59:32+00,22.31,20.77,18.9,17.27,16.25,17.28,14.3,87,63,1004.76,Chapel Hill Public Library,outside,35.932522,-79.035728,20290
77,2018/10/05 23:04:52+00,19.38,20.97,19.22,17.53,16.3,17.29,14.31,87,62,1004.47,Chapel Hill Public Library,outside,35.932522,-79.035728,20610
78,2018/10/05 23:59:32+00,24.17,22.57,21.38,19.74,16.9,17.42,14.34,86,63,1005.49,Chapel Hill Public Library,outside,35.932522,-79.035728,23890
79,2018/10/06 00:04:52+00,22,22.46,21.49,19.91,16.96,17.43,14.34,86,63,1005.49,Chapel Hill Public Library,outside,35.932522,-79.035728,24210
80,2018/10/06 00:59:33+00,24.56,24.59,23.69,22.12,17.75,17.62,14.38,85,64,1006.08,Chapel Hill Public Library,outside,35.932522,-79.035728,27490
81,2018/10/06 01:04:53+00,24.33,24.72,23.86,22.31,17.83,17.64,14.39,85,64,1006.13,Chapel Hill Public Library,outside,35.932522,-79.035728,27810
82,2018/10/06 01:59:33+00,26.1,26.29,25.52,24.13,18.7,17.87,14.43,85,63,1006.58,Chapel Hill Public Library,outside,35.932522,-79.035728,31090
83,2018/10/06 02:04:53+00,27.15,26.49,25.69,24.31,18.79,17.9,14.44,84,63,1006.63,Chapel Hill Public Library,outside,35.932522,-79.035728,31410
84,2018/10/06 02:59:33+00,30.71,28.57,27.68,26.27,19.8,18.19,14.49,84,65,1006.84,Chapel Hill Public Library,outside,35.932522,-79.035728,34690
85,2018/10/06 03:04:53+00,31.13,29.02,27.95,26.5,19.91,18.22,14.5,83,65,1006.87,Chapel Hill Public Library,outside,35.932522,-79.035728,35010
86,2018/10/06 03:59:33+00,31.44,31.55,30.55,28.93,21.14,18.59,14.57,83,67,1006.88,Chapel Hill Public Library,outside,35.932522,-79.035728,38290
87,2018/10/06 04:04:53+00,30.67,31.64,30.72,29.12,21.26,18.62,14.57,83,67,1006.86,Chapel Hill Public Library,outside,35.932522,-79.035728,38610
88,2018/10/06 04:59:33+00,34.6,34.49,33.44,31.67,22.65,19.06,14.65,82,68,1006.8,Chapel Hill Public Library,outside,35.932522,-79.035728,41890
89,2018/10/06 05:04:53+00,34.63,34.47,33.57,31.85,22.78,19.1,14.66,81,68,1006.86,Chapel Hill Public Library,outside,35.932522,-79.035728,42210
90,2018/10/06 05:59:34+00,31.98,31.69,32.53,32.11,23.83,19.48,14.73,82,64,1006.69,Chapel Hill Public Library,outside,35.932522,-79.035728,45490
91,2018/10/06 06:04:54+00,31.85,31.75,32.45,32.1,23.92,19.51,14.74,81,66,1006.7,Chapel Hill Public Library,outside,35.932522,-79.035728,45810
92,2018/10/06 06:59:34+00,31.95,32.22,32.3,32.18,24.82,19.87,14.81,81,67,1006.38,Chapel Hill Public Library,outside,35.932522,-79.035728,49090
93,2018/10/06 07:04:54+00,32.44,32.22,32.29,32.18,24.9,19.91,14.82,81,68,1006.38,Chapel Hill Public Library,outside,35.932522,-79.035728,49410
94,2018/10/06 07:59:13+00,32.72,33.41,32.99,32.67,25.79,20.28,14.89,81,67,1006.4,Chapel Hill Public Library,outside,35.932522,-79.035728,2260
95,2018/10/06 08:04:33+00,32.37,33.33,33.02,32.71,25.87,20.31,14.9,81,66,1006.35,Chapel Hill Public Library,outside,35.932522,-79.035728,2580
96,2018/10/06 08:59:41+00,30.77,31.42,32.08,32.31,26.55,20.65,14.97,81,68,1006.96,Chapel Hill Public Library,outside,35.932522,-79.035728,100
97,2018/10/06 09:05:01+00,30.63,31.02,31.84,32.18,26.59,20.67,14.98,81,66,1006.98,Chapel Hill Public Library,outside,35.932522,-79.035728,420
98,2018/10/06 09:59:41+00,27.24,29.96,30.96,31.5,27.05,20.96,15.04,80,69,1007.45,Chapel Hill Public Library,outside,35.932522,-79.035728,3700
99,2018/10/06 10:05:01+00,27.77,28.92,30.44,31.2,27.05,20.98,15.05,80,69,1007.5,Chapel Hill Public Library,outside,35.932522,-79.035728,4020
100,2018/10/06 10:59:42+00,18.7,19.47,22.57,25.74,26.35,20.97,15.07,80,67,1008.3,Chapel Hill Public Library,outside,35.932522,-79.035728,7300
101,2018/10/16 21:04:12+00,11.67,11.99,11.27,10.17,12.08,12.31,12.48,83,53,1005.61,Chapel Hill Public Library,outside,35.932522,-79.035728,10080
102,2018/10/16 21:58:52+00,12.85,13.08,12.46,11.47,12.14,12.32,12.48,80,61,1005.87,Chapel Hill Public Library,outside,35.932522,-79.035728,13360
103,2018/10/16 22:04:11+00,13.55,13.23,12.59,11.6,12.16,12.32,12.48,79,62,1005.98,Chapel Hill Public Library,outside,35.932522,-79.035728,13680
104,2018/10/06 11:05:02+00,18.2,19.39,22.16,25.32,26.27,20.96,15.07,80,67,1008.31,Chapel Hill Public Library,outside,35.932522,-79.035728,7620
105,2018/10/16 22:59:02+00,17.15,15.49,14.25,13.08,12.4,12.38,12.49,80,61,1006.16,Chapel Hill Public Library,outside,35.932522,-79.035728,16970
106,2018/10/16 23:04:21+00,16.45,15.81,14.53,13.29,12.44,12.39,12.49,79,62,1006.44,Chapel Hill Public Library,outside,35.932522,-79.035728,17290
107,2018/10/16 23:59:12+00,16.69,16.09,15.61,14.61,12.82,12.49,12.5,77,63,1007.11,Chapel Hill Public Library,outside,35.932522,-79.035728,20580
108,2018/10/17 00:04:32+00,17.87,16.6,15.86,14.81,12.87,12.5,12.5,77,65,1006.82,Chapel Hill Public Library,outside,35.932522,-79.035728,20900
109,2018/10/17 00:58:55+00,17.44,15.84,15.87,15.35,13.19,12.6,12.52,75,67,1006.87,Chapel Hill Public Library,outside,35.932522,-79.035728,1140
110,2018/10/17 01:04:15+00,16.38,15.85,15.86,15.38,13.22,12.61,12.52,75,68,1006.65,Chapel Hill Public Library,outside,35.932522,-79.035728,1460
111,2018/10/17 01:58:55+00,13.31,14.07,14.8,14.98,13.38,12.67,12.53,76,67,1006.62,Chapel Hill Public Library,outside,35.932522,-79.035728,4740
112,2018/10/17 02:04:15+00,14.14,14.1,14.72,14.92,13.39,12.67,12.53,75,68,1006.8,Chapel Hill Public Library,outside,35.932522,-79.035728,5060
113,2018/10/17 02:58:55+00,13.76,13.78,14.07,14.39,13.44,12.7,12.53,75,68,1006.51,Chapel Hill Public Library,outside,35.932522,-79.035728,8340
114,2018/10/17 03:04:15+00,13.32,13.69,14.01,14.34,13.44,12.7,12.53,75,67,1006.2,Chapel Hill Public Library,outside,35.932522,-79.035728,8660
115,2018/10/17 03:58:56+00,12.88,13.75,13.86,14.08,13.48,12.74,12.54,75,68,1006.34,Chapel Hill Public Library,outside,35.932522,-79.035728,11940
116,2018/10/17 04:04:35+00,14,13.88,13.9,14.08,13.49,12.74,12.54,75,69,1006.24,Chapel Hill Public Library,outside,35.932522,-79.035728,180
117,2018/10/17 04:59:15+00,18.6,14.32,13.97,14.01,13.53,12.77,12.54,75,69,1006.06,Chapel Hill Public Library,outside,35.932522,-79.035728,3460
118,2018/10/17 05:04:36+00,18.92,15.64,14.5,14.28,13.58,12.79,12.55,75,69,1005.65,Chapel Hill Public Library,outside,35.932522,-79.035728,3780
119,2018/10/17 05:59:16+00,17.93,17.33,16.44,15.64,13.94,12.9,12.56,75,68,1005.09,Chapel Hill Public Library,outside,35.932522,-79.035728,7060
120,2018/10/17 06:04:35+00,17.43,17.68,16.68,15.82,13.99,12.92,12.57,75,70,1005.12,Chapel Hill Public Library,outside,35.932522,-79.035728,7380
121,2018/10/17 06:59:32+00,21.42,19.74,18.91,17.7,14.59,13.1,12.59,76,67,1005.02,Chapel Hill Public Library,outside,35.932522,-79.035728,10670
122,2018/10/17 07:04:45+00,20.48,20.08,19.14,17.9,14.66,13.13,12.6,76,67,1005.04,Chapel Hill Public Library,outside,35.932522,-79.035728,10990
123,2018/10/17 07:59:26+00,21.05,20.66,20.27,19.27,15.31,13.34,12.63,75,69,1005.67,Chapel Hill Public Library,outside,35.932522,-79.035728,14270
124,2018/10/17 08:04:46+00,20.82,20.82,20.38,19.39,15.37,13.36,12.63,75,69,1005.55,Chapel Hill Public Library,outside,35.932522,-79.035728,14590
125,2018/10/17 08:59:36+00,22.98,20.67,20.36,19.84,15.9,13.55,12.67,74,70,1005.23,Chapel Hill Public Library,outside,35.932522,-79.035728,17880
126,2018/10/17 09:04:57+00,17.9,20.42,20.32,19.86,15.95,13.57,12.67,74,69,1005.28,Chapel Hill Public Library,outside,35.932522,-79.035728,18200
127,2018/10/17 09:59:36+00,16.54,18.49,19.09,19.3,16.25,13.72,12.69,75,68,1005.66,Chapel Hill Public Library,outside,35.932522,-79.035728,21480
128,2018/10/17 10:04:56+00,15.9,18.15,18.9,19.19,16.27,13.73,12.69,75,68,1005.69,Chapel Hill Public Library,outside,35.932522,-79.035728,21800
129,2018/10/17 10:59:36+00,18.21,16.45,17.1,17.87,16.3,13.81,12.71,75,68,1006.28,Chapel Hill Public Library,outside,35.932522,-79.035728,25080
130,2018/10/17 11:04:56+00,16.05,16.42,17.01,17.78,16.3,13.82,12.71,75,67,1006.31,Chapel Hill Public Library,outside,35.932522,-79.035728,25400
131,2018/10/17 11:59:36+00,8.73,9.96,12.86,14.92,15.89,13.78,12.71,74,68,1006.62,Chapel Hill Public Library,outside,35.932522,-79.035728,28680
132,2018/10/17 12:04:56+00,7.18,9.21,12.22,14.45,15.8,13.76,12.71,74,68,1006.61,Chapel Hill Public Library,outside,35.932522,-79.035728,29000
133,2018/10/17 12:59:39+00,5.79,6.35,7.77,10.4,14.78,13.56,12.68,75,66,1007.57,Chapel Hill Public Library,outside,35.932522,-79.035728,32280
134,2018/10/17 13:04:56+00,6.62,6.6,7.69,10.18,14.7,13.54,12.68,75,67,1007.75,Chapel Hill Public Library,outside,35.932522,-79.035728,32600
135,2018/10/17 13:59:36+00,6.08,6.08,6.61,8.27,13.8,13.34,12.66,74,61,1008.46,Chapel Hill Public Library,outside,35.932522,-79.035728,35880
136,2018/10/17 14:04:56+00,5.8,6.06,6.54,8.12,13.72,13.32,12.65,74,60,1008.21,Chapel Hill Public Library,outside,35.932522,-79.035728,36200
137,2018/10/17 14:59:36+00,3.83,4.17,5.06,6.43,12.76,13.08,12.62,75,51,1008.5,Chapel Hill Public Library,outside,35.932522,-79.035728,39480
138,2018/10/17 15:04:56+00,3.58,3.95,4.87,6.24,12.66,13.05,12.62,75,50,1008.54,Chapel Hill Public Library,outside,35.932522,-79.035728,39800
139,2018/10/17 15:59:36+00,2.67,2.84,3.46,4.65,11.63,12.77,12.58,75,45,1008.89,Chapel Hill Public Library,outside,35.932522,-79.035728,43080
140,2018/10/17 16:05:02+00,3.08,2.88,3.4,4.54,11.53,12.75,12.58,75,46,1008.86,Chapel Hill Public Library,outside,35.932522,-79.035728,43400
141,2018/10/17 16:58:47+00,2.68,2.7,2.9,3.66,10.6,12.47,12.54,76,42,1008.43,Chapel Hill Public Library,outside,35.932522,-79.035728,46630
142,2018/10/17 17:02:47+00,1.84,2.63,2.86,3.6,10.54,12.45,12.53,76,42,1008.34,Chapel Hill Public Library,outside,35.932522,-79.035728,46870
143,2018/10/17 17:59:47+00,1.52,2.22,2.59,3.11,9.78,12.21,12.5,79,32,1007.19,Chapel Hill Public Library,outside,35.932522,-79.035728,50290
144,2018/10/17 18:05:06+00,0.49,1.75,2.37,2.97,9.68,12.18,12.49,80,30,1007.09,Chapel Hill Public Library,outside,35.932522,-79.035728,50610
145,2018/10/17 18:58:46+00,0.51,0.74,1.17,1.9,8.77,11.87,12.45,82,27,1006.51,Chapel Hill Public Library,outside,35.932522,-79.035728,53830
146,2018/10/17 19:03:11+00,1,0.77,1.14,1.85,8.7,11.85,12.45,82,28,1006.35,Chapel Hill Public Library,outside,35.932522,-79.035728,54094
147,2018/10/17 19:59:54+00,0.95,0.83,0.93,1.38,7.9,11.56,12.4,80,33,1006.27,Chapel Hill Public Library,outside,35.932522,-79.035728,57481
148,2018/10/17 20:05:06+00,0.57,0.76,0.9,1.34,7.84,11.53,12.4,79,37,1006.33,Chapel Hill Public Library,outside,35.932522,-79.035728,57810
149,2018/10/17 20:59:45+00,0.43,0.49,0.65,0.99,7.19,11.28,12.36,76,37,1005.32,Chapel Hill Public Library,outside,35.932522,-79.035728,2831
150,2018/10/17 21:04:50+00,0.85,0.57,0.65,0.98,7.12,11.25,12.35,77,36,1006.55,Chapel Hill Public Library,outside,35.932522,-79.035728,3150
151,2018/10/17 21:56:01+00,0.92,0.85,0.77,0.93,6.69,11.07,12.32,70,43,1003.16,Chapel Hill Public Library,outside,35.932522,-79.035728,1081
152,2018/10/17 22:04:30+00,1,0.86,0.77,0.93,6.67,11.06,12.32,73,44,1006.89,Chapel Hill Public Library,outside,35.932522,-79.035728,1590
153,2018/10/17 22:59:10+00,1.73,1.96,1.59,1.37,6.15,10.8,12.28,67,51,1007.44,Chapel Hill Public Library,outside,35.932522,-79.035728,4870
154,2018/10/17 23:04:29+00,2.25,1.97,1.63,1.4,6.11,10.78,12.28,67,52,1007.42,Chapel Hill Public Library,outside,35.932522,-79.035728,5110
155,2018/10/17 23:58:40+00,2.84,2.9,2.46,2.02,5.74,10.56,12.24,65,59,1008.36,Chapel Hill Public Library,outside,35.932522,-79.035728,8440
156,2018/10/18 00:04:10+00,3.37,2.93,2.51,2.07,5.72,10.54,12.24,64,60,1008.36,Chapel Hill Public Library,outside,35.932522,-79.035728,8770
157,2018/10/18 00:58:50+00,2.5,2.75,2.68,2.4,5.4,10.32,12.2,66,57,1009.16,Chapel Hill Public Library,outside,35.932522,-79.035728,12050
158,2018/10/18 01:04:10+00,2.71,2.82,2.71,2.44,5.37,10.3,12.19,66,55,1009.24,Chapel Hill Public Library,outside,35.932522,-79.035728,12370
159,2018/10/18 01:58:50+00,2.57,2.8,2.81,2.64,5.11,10.1,12.16,64,57,1010.13,Chapel Hill Public Library,outside,35.932522,-79.035728,15650
160,2018/10/18 02:04:10+00,2.45,2.8,2.81,2.65,5.08,10.08,12.15,63,59,1010.11,Chapel Hill Public Library,outside,35.932522,-79.035728,15970
161,2018/10/18 02:58:50+00,2.73,2.69,2.74,2.69,4.83,9.87,12.11,63,59,1010.87,Chapel Hill Public Library,outside,35.932522,-79.035728,19250
162,2018/10/18 03:04:10+00,2.76,2.76,2.76,2.7,4.8,9.85,12.11,63,59,1011.07,Chapel Hill Public Library,outside,35.932522,-79.035728,19570
163,2018/10/18 03:58:50+00,3.63,2.54,2.53,2.57,4.55,9.65,12.07,63,59,1011.53,Chapel Hill Public Library,outside,35.932522,-79.035728,22850
164,2018/10/18 04:04:10+00,2.51,2.57,2.55,2.58,4.53,9.63,12.07,63,58,1011.53,Chapel Hill Public Library,outside,35.932522,-79.035728,23170
165,2018/10/18 04:58:50+00,2.28,2.62,2.6,2.59,4.33,9.44,12.03,63,56,1011.7,Chapel Hill Public Library,outside,35.932522,-79.035728,26450
166,2018/10/18 05:04:10+00,3,2.66,2.62,2.6,4.31,9.42,12.03,63,55,1011.67,Chapel Hill Public Library,outside,35.932522,-79.035728,26770
